Nom_Fr,Nom_Ar,apports,id_barrage,lachers,stock,cumul_mensuel_apports,cumul_annuel_apports,cumul_mensuel_lachers,cumul_annuel_lachers,moy_mois,cumul_annee_prec,moy_periode,stock_annee_prec,Cap_tot_act,Cote,Cap_tot_init,fonctionnel,Annee_prod,Latitude,Longitude,Bassin_versant,Date
selbarrak,سيدي البــــراق,0.0563206,11,0.30076,284.099,1.38453,138.268,2.16496,44.4435,46.3079,97.8163,239.201,280.78,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2021-03-13 00:00:00
ziatine,الزياتين,0.0134331,12,0.007467,26.302,0.0971243,5.64553,0.0835226,3.2516,2.95,12.9055,23.9612,31.117,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2021-03-13 00:00:00
gamgoum,القمقوم,0.0,13,0.0,17.8226,0.0260128,5.64553,0.0,4.0594,1.45458,3.68003,6.8432,17.6651,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2021-03-13 00:00:00
harka,الحركة,0.0,35,0.0,29.9717,0.079988,0.394093,0.0,0.13,2.53,,20.2396,,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2021-03-13 00:00:00
siliana,سليانـــــــة,0.0113804,14,0.005199,9.4254,0.0352226,9.9746,0.929368,4.03798,5.336,5.72717,25.8817,18.8009,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2021-03-13 00:00:00
lakhmess,لخمـــــــاس,0.00312135,15,0.002096,2.77426,0.0357974,1.28366,0.101191,1.46276,1.78231,0.966006,8.33707,4.81294,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2021-03-13 00:00:00
rmil,الرميـــــــل,0.00143962,16,0.000586,1.3439,0.0159683,1.39816,0.005626,0.095058,1.58175,0.558513,8.2068,1.1944,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2021-03-13 00:00:00
birmcherga,بئر المشارقـــة,0.0130752,17,0.002,33.016,0.125481,8.53851,0.026,0.5168,2.4676,5.45395,20.3224,35.0856,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2021-03-13 00:00:00
rmel,الرمــــــل,0.0117679,18,0.0055,4.8488,0.0950271,5.47712,0.0725,1.16613,1.86195,4.11217,13.4132,10.9013,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2021-03-13 00:00:00
nebhana,نبهانــــــة,0.0216382,19,0.00912,6.78296,0.188853,5.16798,0.11039,3.24567,3.55211,3.49074,16.2252,13.6287,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2021-03-13 00:00:00
sidisaad,سيدي سعـــد,0.0,20,0.067374,52.1341,0.393333,21.8574,0.808519,7.57852,2.95265,5.98364,33.1709,54.1334,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2021-03-13 00:00:00
elhaouareb,هـــــــوارب,0.00943485,21,0.0072,0.300336,0.104131,7.48403,0.07776,0.799314,1.21275,2.49955,11.7834,0.300336,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2021-03-13 00:00:00
sficifa,سفيسيفة,0.00034875,22,0.0,1.55724,0.00453375,0.207217,0.0,0.0,11.037,0.0635058,59.1751,1.55724,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2021-03-13 00:00:00
sidiach,سيدي يعيــــش,0.0,23,0.0,2.42152,0.0,0.00152,0.0,0.0,0.0200728,0.457613,1.44217,4.44,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2021-03-13 00:00:00
elbrek,البــــــــرك,0.00051135,24,0.0,0.09,0.00664755,0.490974,0.0,0.1,0.32954,0.138231,1.82397,1.4,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2021-03-13 00:00:00
bezirk,بزيـــــــغ,0.000681507,25,0.0,1.486,0.00784113,0.6235,0.0,0.609,0.501218,1.96192,3.98944,3.9776,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2021-03-13 00:00:00
chiba,شيبـــــــة,0.00119265,26,0.0,0.9282,0.00853859,0.264431,0.03487,0.698545,0.850857,1.55568,5.43603,0.87708,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2021-03-13 00:00:00
masri,مصــــــري,0.000945932,27,0.0,4.27794,0.0241963,0.485866,0.0,4.16645,0.542286,0.640842,3.54504,3.57202,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2021-03-13 00:00:00
lebna,لبنــــــــة,0.0145567,28,0.006,11.7724,0.120347,2.89757,0.1162,0.939263,2.21669,19.2831,15.5473,21.467,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2021-03-13 00:00:00
hma,الحمـــــى,0.000925606,29,0.0,1.92511,0.00602016,1.70857,0.0,0.017334,0.91804,0.348001,3.77009,1.89662,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2021-03-13 00:00:00
abid,العبيـــــــد,0.0,30,0.002414,3.98374,0.0333282,0.732154,0.049235,0.853422,0.951204,3.33886,4.41405,7.65905,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2021-03-13 00:00:00
mellegue,مـــــلاق,0.102566,1,0.1,11.6115,0.748435,28.7717,1.1048,25.8432,12.6216,34.6971,111.822,21.7254,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2021-03-12 00:00:00
benmetir,بنيمطيــر,0.00540989,2,0.07,22.7771,0.0226331,12.8364,0.8652,13.6864,7.20793,10.3086,32.2259,40.0425,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2021-03-12 00:00:00
kasseb,كســاب,0.0242758,3,0.049656,38.3794,0.0451346,19.6016,0.574824,17.7771,7.47992,9.53106,33.2395,51.0898,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2021-03-12 00:00:00
barbara,بربرة,0.0179758,4,0.00864,64.712,0.597351,35.6744,0.678375,15.5353,11.9027,18.0115,64.9641,66.1797,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2021-03-12 00:00:00
sidisalem,سيدي ســــالم,0.310834,5,0.64337,287.35,2.47718,113.436,7.72044,114.238,72.7512,126.692,271.558,442.121,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2021-03-12 00:00:00
bouheurtma,بو هرتمـــــه,0.0885441,6,0.2277,32.2213,0.642764,23.3866,1.94058,26.0784,14.2708,26.1075,59.7525,52.7957,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2021-03-12 00:00:00
joumine,جوميــــــن,0.0333063,7,0.13578,47.5624,0.906698,31.6685,1.75849,12.5978,12.5586,24.8709,58.382,54.3893,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2021-03-12 00:00:00
ghezala,غزالـــــــة,0.00224586,8,0.0097,6.27476,0.079247,2.20622,0.1014,0.8077,1.56608,2.5962,7.19469,7.95326,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2021-03-12 00:00:00
melah,المالح,0.0,33,0.04816,12.7804,0.0245677,6.21603,0.57512,5.25109,5.89,8.87215,19.2934,29.976,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2021-03-12 00:00:00
tine,الطين,0.0,34,0.0,8.255,0.0433511,4.51459,0.0,5.15574,2.18,,13.9235,,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2021-03-12 00:00:00
sejnane,سجنــــــان,0.117989,9,0.521562,94.7401,0.905304,76.9997,5.31126,111.684,16.7054,52.5256,99.266,93.5669,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2021-03-12 00:00:00
zarga,الزرقة,0.0,10,0.0221,17.7,0.00712935,5.73116,0.1237,3.5412,3.41,18.4605,17.0569,22.654,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2021-03-12 00:00:00
kebir,الكبير,0.00201287,31,0.0,5.8784,0.109045,13.0846,0.0,11.6624,5.17428,10.9874,31.8047,6.646,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2021-03-12 00:00:00
moula,المولى,0.0,32,0.0,26.1646,0.019898,12.3195,0.0,10.2607,3.48188,7.95892,27.2557,26.3713,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2021-03-12 00:00:00
selbarrak,سيدي البــــراق,0.0686324,11,0.30384,284.401,1.32821,138.212,1.8642,44.1427,46.3079,97.6587,237.708,281.081,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2021-03-12 00:00:00
ziatine,الزياتين,0.0132685,12,0.006308,26.302,0.0836912,5.64553,0.0760556,3.24414,2.95,12.8681,23.8661,31.1465,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2021-03-12 00:00:00
gamgoum,القمقوم,0.00213294,13,0.0,17.8369,0.0260128,5.64553,0.0,4.0594,1.45458,3.67579,6.79627,17.6651,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2021-03-12 00:00:00
harka,الحركة,0.00667611,35,0.0,30.0145,0.079988,0.394093,0.0,0.13,2.53,,20.158,,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2021-03-12 00:00:00
siliana,سليانـــــــة,0.0,14,0.051061,9.4254,0.0238422,9.96321,0.924169,4.03278,5.336,5.72029,25.7096,18.8009,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2021-03-12 00:00:00
lakhmess,لخمـــــــاس,0.0034566,15,0.002105,2.77426,0.032676,1.28054,0.099095,1.46066,1.78231,0.964677,8.27958,4.81294,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2021-03-12 00:00:00
rmil,الرميـــــــل,0.00121946,16,0.0,1.3439,0.0145286,1.39673,0.00504,0.094472,1.58175,0.557693,8.15577,1.1944,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2021-03-12 00:00:00
birmcherga,بئر المشارقـــة,0.0,17,0.002,33.016,0.112406,8.52543,0.024,0.5148,2.4676,5.44153,20.2428,35.0856,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2021-03-12 00:00:00
rmel,الرمــــــل,0.0,18,0.0055,4.8488,0.0832592,5.46535,0.067,1.16062,1.86195,4.09199,13.3531,10.9013,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2021-03-12 00:00:00
nebhana,نبهانــــــة,0.0200682,19,0.00755,6.78296,0.167214,5.14634,0.10127,3.23655,3.55211,3.49074,16.1106,13.6504,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2021-03-12 00:00:00
sidisaad,سيدي سعـــد,0.0,20,0.047465,52.2293,0.393333,21.8574,0.741145,7.51114,2.95265,5.98364,33.0757,54.3238,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2021-03-12 00:00:00
elhaouareb,هـــــــوارب,0.00988182,21,0.0072,0.300336,0.0946964,7.47459,0.07056,0.792114,1.21275,2.49732,11.7443,0.300336,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2021-03-12 00:00:00
sficifa,سفيسيفة,0.00034875,22,0.0,1.55724,0.004185,0.206868,0.0,0.0,11.037,0.063035,58.8191,1.55724,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2021-03-12 00:00:00
sidiach,سيدي يعيــــش,0.0,23,0.0,2.42152,0.0,0.00152,0.0,0.0,0.0200728,0.457613,1.44152,4.44,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2021-03-12 00:00:00
elbrek,البــــــــرك,0.00051135,24,0.0,0.09,0.0061362,0.490463,0.0,0.1,0.32954,0.138231,1.81334,1.4,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2021-03-12 00:00:00
bezirk,بزيـــــــغ,0.000906137,25,0.0,1.486,0.00715962,0.622818,0.0,0.609,0.501218,1.96112,3.97327,3.9776,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2021-03-12 00:00:00
chiba,شيبـــــــة,0.000968235,26,0.01187,0.91116,0.00734594,0.263238,0.03487,0.698545,0.850857,1.55568,5.40858,0.88844,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2021-03-12 00:00:00
masri,مصــــــري,0.00127214,27,0.0,4.22022,0.0232504,0.48492,0.0,4.16645,0.542286,0.574948,3.52754,3.44739,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2021-03-12 00:00:00
lebna,لبنــــــــة,0.0199132,28,0.011,11.7724,0.10579,2.88301,0.1102,0.933263,2.21669,19.2631,15.4758,21.467,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2021-03-12 00:00:00
hma,الحمـــــى,0.0,29,0.0,1.92511,0.00509456,1.70764,0.0,0.017334,0.91804,0.348001,3.74047,1.90219,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2021-03-12 00:00:00
abid,العبيـــــــد,0.0,30,0.006351,3.99135,0.0333282,0.732154,0.046821,0.851008,0.951204,3.33886,4.38336,7.67046,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2021-03-12 00:00:00
mellegue,مـــــلاق,0.102199,1,0.1,11.6115,0.645869,28.6691,1.0048,25.7432,12.6216,34.6971,111.74,21.7254,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2021-03-11 00:00:00
benmetir,بنيمطيــر,0.00341251,2,0.068,22.8432,0.0172233,12.831,0.7952,13.6164,7.20793,10.3086,32.3341,40.0425,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2021-03-11 00:00:00
kasseb,كســاب,0.0,3,0.046656,38.4077,0.0208587,19.5774,0.525168,17.7274,7.47992,9.53106,33.3836,51.0898,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2021-03-11 00:00:00
barbara,بربرة,0.0215379,4,0.0588,64.712,0.579375,35.6564,0.669735,15.5267,11.9027,18.0115,65.2993,66.1797,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2021-03-11 00:00:00
sidisalem,سيدي ســــالم,0.308581,5,0.64337,287.652,2.16635,113.125,7.07707,113.595,72.7512,126.692,272.448,442.121,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2021-03-11 00:00:00
bouheurtma,بو هرتمـــــه,0.0438996,6,0.2722,32.3443,0.55422,23.2981,1.71288,25.8507,14.2708,26.1075,60.0747,52.7957,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2021-03-11 00:00:00
joumine,جوميــــــن,0.0752053,7,0.14351,47.6749,0.873391,31.6352,1.62271,12.462,12.5586,24.8709,58.691,54.3893,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2021-03-11 00:00:00
ghezala,غزالـــــــة,0.00972741,8,0.0087,6.28332,0.0770012,2.20398,0.0917,0.798,1.56608,2.5962,7.24007,7.95326,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2021-03-11 00:00:00
melah,المالح,0.0,33,0.04903,12.8544,0.0245677,6.21603,0.52696,5.20293,5.89,8.87215,19.3,29.976,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2021-03-11 00:00:00
tine,الطين,0.00409392,34,0.0,8.2777,0.0433511,4.51459,0.0,5.15574,2.18,,13.9235,,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2021-03-11 00:00:00
sejnane,سجنــــــان,0.0557838,9,0.519452,94.8636,0.787315,76.8817,4.7897,111.163,16.7054,52.5256,99.7924,93.5669,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2021-03-11 00:00:00
zarga,الزرقة,0.00354351,10,0.0,17.726,0.00712935,5.73116,0.1016,3.5191,3.41,18.4605,17.08,22.654,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2021-03-11 00:00:00
kebir,الكبير,0.00910965,31,0.0,5.8784,0.107032,13.0826,0.0,11.6624,5.17428,10.9874,32.0172,6.646,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2021-03-11 00:00:00
moula,المولى,0.00331565,32,0.0,26.1789,0.019898,12.3195,0.0,10.2607,3.48188,7.95892,27.4045,26.3713,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2021-03-11 00:00:00
selbarrak,سيدي البــــراق,0.369418,11,0.30046,284.703,1.25958,138.143,1.65424,43.9328,46.3079,97.6587,238.852,281.081,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2021-03-11 00:00:00
ziatine,الزياتين,0.0125991,12,0.0060364,26.302,0.0704227,5.6434,0.0697476,3.23783,2.95,12.8681,23.9468,31.1465,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2021-03-11 00:00:00
gamgoum,القمقوم,0.00426588,13,0.0,17.8369,0.0238798,5.6434,0.0,4.0594,1.45458,3.67579,6.83509,17.6651,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2021-03-11 00:00:00
harka,الحركة,0.0133522,35,0.0,30.0145,0.0733119,0.387417,0.0,0.13,2.53,,20.2277,,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2021-03-11 00:00:00
siliana,سليانـــــــة,0.0,14,0.086939,9.49055,0.0238422,9.96321,0.873108,3.98172,5.336,5.72029,25.7327,18.8009,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2021-03-11 00:00:00
lakhmess,لخمـــــــاس,0.00123156,15,0.000113,2.77426,0.0292194,1.27709,0.09699,1.45856,1.78231,0.964677,8.27824,4.81294,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2021-03-11 00:00:00
rmil,الرميـــــــل,0.000975564,16,0.0,1.3439,0.0133092,1.39551,0.00504,0.094472,1.58175,0.557693,8.17453,1.1944,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2021-03-11 00:00:00
birmcherga,بئر المشارقـــة,0.0119531,17,0.002,33.0769,0.112406,8.52543,0.022,0.5128,2.4676,5.44153,20.3307,35.0856,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2021-03-11 00:00:00
rmel,الرمــــــل,0.0116645,18,0.0055,4.8747,0.0832592,5.46535,0.0615,1.15513,1.86195,4.09199,13.3362,10.9013,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2021-03-11 00:00:00
nebhana,نبهانــــــة,0.00431823,19,0.00552,6.78296,0.147146,5.12627,0.09372,3.229,3.55211,3.49074,16.0818,13.6504,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2021-03-11 00:00:00
sidisaad,سيدي سعـــد,0.0521625,20,0.037644,52.3245,0.393333,21.8574,0.69368,7.46368,2.95265,5.98364,33.0317,54.3238,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2021-03-11 00:00:00
elhaouareb,هـــــــوارب,0.0101548,21,0.00792,0.300336,0.0848146,7.46471,0.06336,0.784914,1.21275,2.49732,11.7526,0.300336,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2021-03-11 00:00:00
sficifa,سفيسيفة,0.00034875,22,0.0,1.55724,0.00383625,0.20652,0.0,0.0,11.037,0.063035,58.9204,1.55724,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2021-03-11 00:00:00
sidiach,سيدي يعيــــش,0.0,23,0.0,2.42152,0.0,0.00152,0.0,0.0,0.0200728,0.457613,1.44143,4.44,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2021-03-11 00:00:00
elbrek,البــــــــرك,0.00051135,24,0.0,0.09,0.00562485,0.489952,0.0,0.1,0.32954,0.138231,1.80939,1.4,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2021-03-11 00:00:00
bezirk,بزيـــــــغ,0.000681507,25,0.0,1.486,0.00625349,0.621912,0.0,0.609,0.501218,1.96112,3.98639,3.9776,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2021-03-11 00:00:00
chiba,شيبـــــــة,0.000720486,26,0.00535,0.91116,0.0063777,0.26227,0.023,0.686675,0.850857,1.55568,5.41875,0.88844,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2021-03-11 00:00:00
masri,مصــــــري,0.0015321,27,0.0,4.14807,0.0219782,0.483648,0.0,4.16645,0.542286,0.574948,3.53391,3.44739,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2021-03-11 00:00:00
lebna,لبنــــــــة,0.0,28,0.0079,11.7724,0.0858767,2.8631,0.0992,0.922263,2.21669,19.2631,15.534,21.467,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2021-03-11 00:00:00
hma,الحمـــــى,0.000896539,29,0.0,1.931,0.00509456,1.70764,0.0,0.017334,0.91804,0.348001,3.72578,1.90219,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2021-03-11 00:00:00
abid,العبيـــــــد,0.00134816,30,0.0,3.99896,0.0333282,0.732154,0.04047,0.844657,0.951204,3.33886,4.378,7.67046,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2021-03-11 00:00:00
mellegue,مـــــلاق,0.174597,1,0.1,11.6115,0.54367,28.5669,0.9048,25.6432,12.6216,34.6971,111.333,21.8459,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2021-03-10 00:00:00
benmetir,بنيمطيــر,0.0,2,0.0616,22.9092,0.0138108,12.8276,0.7272,13.5484,7.20793,10.004,32.1016,39.8041,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2021-03-10 00:00:00
kasseb,كســاب,0.0,3,0.046656,38.4644,0.0208587,19.5774,0.478512,17.6808,7.47992,9.40376,33.1423,51.0565,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2021-03-10 00:00:00
barbara,بربرة,0.0,4,0.11512,64.7551,0.557837,35.6349,0.610935,15.4679,11.9027,17.397,64.9154,66.266,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2021-03-10 00:00:00
sidisalem,سيدي ســــالم,0.00153049,5,0.64337,287.955,1.85777,112.816,6.4337,112.952,72.7512,125.598,270.101,441.734,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2021-03-10 00:00:00
bouheurtma,بو هرتمـــــه,0.0422564,6,0.2902,32.5084,0.51032,23.2542,1.44068,25.5785,14.2708,25.589,59.6144,52.3151,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2021-03-10 00:00:00
joumine,جوميــــــن,0.0718606,7,0.13892,47.75,0.798186,31.56,1.4792,12.3185,12.5586,24.5541,58.2859,54.3486,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2021-03-10 00:00:00
ghezala,غزالـــــــة,0.00935036,8,0.0084,6.28332,0.0672738,2.19425,0.083,0.7893,1.56608,2.5835,7.18955,7.94316,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2021-03-10 00:00:00
melah,المالح,0.0,33,0.04861,12.9136,0.0245677,6.21603,0.47793,5.1539,5.89,8.87215,19.11,30.024,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2021-03-10 00:00:00
tine,الطين,0.0034116,34,0.0,8.2777,0.0392572,4.5105,0.0,5.15574,2.18,,13.8532,,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2021-03-10 00:00:00
sejnane,سجنــــــان,0.111624,9,0.517802,95.0489,0.731531,76.826,4.27025,110.643,16.7054,52.2903,99.2535,93.3817,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2021-03-10 00:00:00
zarga,الزرقة,0.0,10,0.0,17.726,0.00358584,5.72761,0.1016,3.5191,3.41,18.3862,16.97,22.582,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2021-03-10 00:00:00
kebir,الكبير,0.0167085,31,0.0,5.8708,0.0979225,13.0735,0.0,11.6624,5.17428,10.956,31.8503,6.6156,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2021-03-10 00:00:00
moula,المولى,0.00310174,32,0.0,26.1789,0.0165824,12.3161,0.0,10.2607,3.48188,7.90998,27.2922,26.337,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2021-03-10 00:00:00
selbarrak,سيدي البــــراق,0.0777886,11,0.30375,284.703,0.89016,137.774,1.35378,43.6323,46.3079,96.0768,237.358,279.874,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2021-03-10 00:00:00
ziatine,الزياتين,0.0,12,0.0062614,26.302,0.0578236,5.63913,0.0637112,3.23179,2.95,12.8656,23.8516,31.2055,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2021-03-10 00:00:00
gamgoum,القمقوم,0.00533235,13,0.0,17.8369,0.019614,5.63913,0.0,4.0594,1.45458,3.67421,6.78817,17.6651,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2021-03-10 00:00:00
harka,الحركة,0.0,35,0.0,30.0145,0.0599596,0.374065,0.0,0.13,2.53,,20.1461,,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2021-03-10 00:00:00
siliana,سليانـــــــة,0.0,14,0.085944,9.58827,0.0238422,9.96321,0.786169,3.89478,5.336,5.71268,25.5606,18.8009,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2021-03-10 00:00:00
lakhmess,لخمـــــــاس,0.000953922,15,0.000115,2.77426,0.0279878,1.27586,0.096877,1.45845,1.78231,0.955485,8.22074,4.80432,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2021-03-10 00:00:00
rmil,الرميـــــــل,0.00179362,16,0.00504,1.3439,0.0123336,1.39453,0.00504,0.094472,1.58175,0.557498,8.12351,1.1944,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2021-03-10 00:00:00
birmcherga,بئر المشارقـــة,0.0109895,17,0.002,33.0769,0.100453,8.51348,0.02,0.5108,2.4676,5.43223,20.2511,35.0856,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2021-03-10 00:00:00
rmel,الرمــــــل,0.0102261,18,0.0055,4.8747,0.0715947,5.45369,0.056,1.14962,1.86195,4.07107,13.2761,10.9013,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2021-03-10 00:00:00
nebhana,نبهانــــــة,0.0217823,19,0.00903,6.79668,0.142828,5.12195,0.0882,3.22348,3.55211,3.48282,15.9672,13.6721,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2021-03-10 00:00:00
sidisaad,سيدي سعـــد,0.0,20,0.039423,52.3245,0.341171,21.8053,0.656036,7.42603,2.95265,5.94621,32.9364,54.419,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2021-03-10 00:00:00
elhaouareb,هـــــــوارب,0.00178788,21,0.0,0.300336,0.0746597,7.45456,0.05544,0.776994,1.21275,2.49508,11.7135,0.300336,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2021-03-10 00:00:00
sficifa,سفيسيفة,0.00034875,22,0.0,1.55724,0.0034875,0.206171,0.0,0.0,11.037,0.0625642,58.5643,1.55724,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2021-03-10 00:00:00
sidiach,سيدي يعيــــش,0.0,23,0.0,2.42152,0.0,0.00152,0.0,0.0,0.0200728,0.457613,1.44078,4.44,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2021-03-10 00:00:00
elbrek,البــــــــرك,0.00051135,24,0.0,0.09,0.0051135,0.48944,0.0,0.1,0.32954,0.138231,1.79876,1.4,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2021-03-10 00:00:00
